friend_steam_id,steam_id
 76561198107741223,76561198065579436
 76561198109070232,76561198065579436
 76561198111614856,76561198065579436
 76561198114737724,76561198065579436
 76561198115484028,76561198065579436
 76561198117469594,76561198065579436
 76561198118181171,76561198065579436
 76561198123271452,76561198065579436
 76561198125532037,76561198065579436
 76561198127678309,76561198065579436
 76561198127782225,76561198065579436
 76561198132003629,76561198065579436
 76561198135376218,76561198065579436
 76561198135520431,76561198065579436
 76561198136042568,76561198065579436
 76561198136303449,76561198065579436
 76561198138208710,76561198065579436
 76561198139887345,76561198065579436
 76561198141536368,76561198065579436
 76561198143669739,76561198065579436
 76561198145618252,76561198065579436
 76561198145807518,76561198065579436
 76561198147165017,76561198065579436
 76561198147753763,76561198065579436
 76561198149937167,76561198065579436
 76561198151886845,76561198065579436
 76561198156187069,76561198065579436
 76561198157935130,76561198065579436
 76561198160081718,76561198065579436
 76561198160383096,76561198065579436
 76561198161178742,76561198065579436
 76561198163276408,76561198065579436
 76561198164596147,76561198065579436
 76561198169176574,76561198065579436
 76561198184950911,76561198065579436
 76561198198394317,76561198065579436
 76561198202386964,76561198065579436
 76561198203166234,76561198065579436
 76561198205530476,76561198065579436
 76561198210586269,76561198065579436
 76561198210614377,76561198065579436
 76561198212470424,76561198065579436
 76561198214093825,76561198065579436
 76561198217888757,76561198065579436
 76561198218831985,76561198065579436
 76561198240789162,76561198065579436
 76561198250072904,76561198065579436
 76561198250788526,76561198065579436
 76561198253527735,76561198065579436
 76561198257076875,76561198065579436
 76561198263549608,76561198065579436
 76561198265291127,76561198065579436
 76561198267343327,76561198065579436
 76561198268722545,76561198065579436
 76561198268889528,76561198065579436
 76561198271829296,76561198065579436
 76561198272017947,76561198065579436
 76561198272695217,76561198065579436
 76561198281925740,76561198065579436
 76561198284560633,76561198065579436
 76561198285619225,76561198065579436
 76561198291889688,76561198065579436
 76561198294120148,76561198065579436
 76561198294688277,76561198065579436
 76561198296676200,76561198065579436
 76561198298631676,76561198065579436
 76561198301632406,76561198065579436
 76561198304414313,76561198065579436
 76561198312474707,76561198065579436
 76561198312833063,76561198065579436
 76561198313853958,76561198065579436
 76561198315155770,76561198065579436
 76561198315179866,76561198065579436
 76561198316354300,76561198065579436
 76561198332627144,76561198065579436
 76561198334570641,76561198065579436
 76561198342891283,76561198065579436
 76561198343114616,76561198065579436
 76561198343946640,76561198065579436
 76561198353614050,76561198065579436
 76561198387301887,76561198065579436
 76561198408550201,76561198065579436
 76561198413772630,76561198065579436
 76561198414088118,76561198065579436
 76561198418407386,76561198065579436
 76561198427354598,76561198065579436
 76561198866816225,76561198065579436
 76561198873810424,76561198065579436
 76561198874703409,76561198065579436
 76561198884855840,76561198065579436
 76561198951764102,76561198065579436
 76561198975919152,76561198065579436
 76561199012045817,76561198065579436
 76561199055943214,76561198065579436
 76561199107059289,76561198065579436
76561198013487571,76561198291911211
 76561198091083089,76561198291911211
 76561198202097682,76561198291911211
 76561198385514483,76561198291911211
 76561198412290993,76561198291911211
 76561198801403546,76561198291911211
 76561199160061842,76561198291911211
 76561199251741955,76561198291911211
 76561199818302869,76561198291911211
76561198085891656,76561199574043034
 76561198934335649,76561199574043034
 76561199004682537,76561199574043034
 76561199065516613,76561199574043034
 76561199245474250,76561199574043034
 76561199251846526,76561199574043034
 76561199282690310,76561199574043034
 76561199468046819,76561199574043034
 76561199475522976,76561199574043034
 76561199476564087,76561199574043034
 76561199476874738,76561199574043034
 76561199479149162,76561199574043034
 76561199501412274,76561199574043034
 76561199518162215,76561199574043034
 76561199635694682,76561199574043034
 76561199661286084,76561199574043034
 76561199697630184,76561199574043034
76561198082111368,76561199211927076
 76561198141570630,76561199211927076
 76561198161756685,76561199211927076
 76561198342194529,76561199211927076
 76561198450722887,76561199211927076
 76561198815770848,76561199211927076
 76561199058125899,76561199211927076
 76561199118231724,76561199211927076
 76561199237876024,76561199211927076
 76561199345209693,76561199211927076
 76561199371174367,76561199211927076
 76561199438690148,76561199211927076
 76561199519747760,76561199211927076
 76561199523499609,76561199211927076
 76561199526825060,76561199211927076
 76561199555158838,76561199211927076
 76561199568164216,76561199211927076
 76561199657090747,76561199211927076
 76561199779708068,76561199211927076
 76561199810014449,76561199211927076
 76561199848515128,76561199211927076
76561199049184138,76561199529584301
 76561199379790494,76561199529584301
 76561199390166026,76561199529584301
 76561199571865020,76561199529584301
 76561199785282443,76561199529584301
76561198909953963,76561199849656264
 76561199705698877,76561199849656264
 76561199744347890,76561199849656264
76561198986873472,76561199644826536
 76561199016413706,76561199644826536
 76561199164582016,76561199644826536
 76561199211614262,76561199644826536
 76561199362661609,76561199644826536
 76561199389892327,76561199644826536
 76561199395520806,76561199644826536
 76561199429768174,76561199644826536
 76561199433681114,76561199644826536
 76561199438707064,76561199644826536
 76561199486995604,76561199644826536
 76561199496733195,76561199644826536
 76561199511672955,76561199644826536
 76561199536525082,76561199644826536
 76561199547272430,76561199644826536
 76561199555000698,76561199644826536
 76561199558445036,76561199644826536
 76561199566349829,76561199644826536
 76561199568138966,76561199644826536
 76561199683166089,76561199644826536
 76561199764546147,76561199644826536
 76561199795164115,76561199644826536
76561198302004329,76561198882848302
 76561199675649118,76561198882848302
76561197967537914,76561198119230167
 76561197993610637,76561198119230167
 76561198076502013,76561198119230167
 76561198256649611,76561198119230167
 76561198350795544,76561198119230167
 76561198376703860,76561198119230167
 76561198798531646,76561198119230167
 76561198861916133,76561198119230167
 76561198893009111,76561198119230167
 76561198952855106,76561198119230167
 76561199020696468,76561198119230167
 76561199037805019,76561198119230167
 76561199053484541,76561198119230167
 76561199078675566,76561198119230167
 76561199084384391,76561198119230167
 76561199152951877,76561198119230167
 76561199172158609,76561198119230167
 76561199176479876,76561198119230167
 76561199202569061,76561198119230167
 76561199235000604,76561198119230167
 76561199389329244,76561198119230167
 76561199406217864,76561198119230167
 76561199481013597,76561198119230167
 76561199485929979,76561198119230167
 76561199754429952,76561198119230167
76561197963017046,76561198259237125
 76561197970034358,76561198259237125
 76561197983380346,76561198259237125
 76561198004897797,76561198259237125
 76561198005889331,76561198259237125
 76561198007021937,76561198259237125
 76561198018263551,76561198259237125
 76561198029641732,76561198259237125
 76561198041822737,76561198259237125
 76561198048066681,76561198259237125
 76561198052618893,76561198259237125
 76561198061050322,76561198259237125
 76561198066435185,76561198259237125
 76561198080190202,76561198259237125
 76561198081681178,76561198259237125
 76561198091252150,76561198259237125
 76561198107828724,76561198259237125
 76561198120604925,76561198259237125
 76561198120752341,76561198259237125
 76561198145253300,76561198259237125
 76561198148460633,76561198259237125
 76561198165508785,76561198259237125
 76561198167022408,76561198259237125
 76561198176125863,76561198259237125
 76561198180953719,76561198259237125
 76561198187689323,76561198259237125
 76561198191649722,76561198259237125
 76561198196846730,76561198259237125
 76561198199755146,76561198259237125
 76561198208198165,76561198259237125
 76561198212722973,76561198259237125
 76561198233177860,76561198259237125
 76561198244624542,76561198259237125
 76561198248485794,76561198259237125
 76561198253441533,76561198259237125
 76561198257090104,76561198259237125
 76561198260803063,76561198259237125
 76561198265884023,76561198259237125
 76561198270212600,76561198259237125
 76561198277905358,76561198259237125
 76561198279256263,76561198259237125
 76561198281172930,76561198259237125
 76561198281705953,76561198259237125
 76561198282509623,76561198259237125
 76561198283181325,76561198259237125
 76561198284759953,76561198259237125
 76561198298033023,76561198259237125
 76561198303356332,76561198259237125
 76561198308910805,76561198259237125
 76561198311568242,76561198259237125
 76561198316713261,76561198259237125
 76561198325165223,76561198259237125
 76561198325197936,76561198259237125
 76561198326553442,76561198259237125
 76561198339947437,76561198259237125
 76561198340772144,76561198259237125
 76561198347937849,76561198259237125
 76561198350633172,76561198259237125
 76561198357076082,76561198259237125
 76561198362124735,76561198259237125
 76561198363998209,76561198259237125
 76561198365376438,76561198259237125
 76561198367732114,76561198259237125
 76561198373702700,76561198259237125
 76561198374888593,76561198259237125
 76561198386386976,76561198259237125
 76561198390663428,76561198259237125
 76561198393569729,76561198259237125
 76561198400002717,76561198259237125
 76561198405445065,76561198259237125
 76561198407091339,76561198259237125
 76561198408342039,76561198259237125
 76561198420702312,76561198259237125
 76561198427778392,76561198259237125
 76561198436121827,76561198259237125
 76561198448849868,76561198259237125
 76561198796160282,76561198259237125
 76561198796546585,76561198259237125
 76561198803437120,76561198259237125
 76561198816288590,76561198259237125
 76561198822426833,76561198259237125
 76561198828979296,76561198259237125
 76561198849541228,76561198259237125
 76561198859754897,76561198259237125
 76561198880227048,76561198259237125
 76561198909067230,76561198259237125
 76561198932442831,76561198259237125
 76561198939530039,76561198259237125
 76561198955629780,76561198259237125
 76561198972101790,76561198259237125
 76561198983598235,76561198259237125
 76561198992459208,76561198259237125
 76561199006578271,76561198259237125
 76561199024386318,76561198259237125
 76561199031162906,76561198259237125
 76561199051206450,76561198259237125
 76561199054590367,76561198259237125
 76561199055570695,76561198259237125
