friend_steam_id,steam_id
 76561199544586872,76561199782705631
 76561199677757018,76561199782705631
76561198024666371,76561198269310003
 76561198044966466,76561198269310003
 76561198047181597,76561198269310003
 76561198067011619,76561198269310003
 76561198068290266,76561198269310003
 76561198070041777,76561198269310003
 76561198073027431,76561198269310003
 76561198077581397,76561198269310003
 76561198079663572,76561198269310003
 76561198081841458,76561198269310003
 76561198084514066,76561198269310003
 76561198088731928,76561198269310003
 76561198089044013,76561198269310003
 76561198089292747,76561198269310003
 76561198094253830,76561198269310003
 76561198096971874,76561198269310003
 76561198100803407,76561198269310003
 76561198101627495,76561198269310003
 76561198103662916,76561198269310003
 76561198106133600,76561198269310003
 76561198111865350,76561198269310003
 76561198112362012,76561198269310003
 76561198114348451,76561198269310003
 76561198126803846,76561198269310003
 76561198128155234,76561198269310003
 76561198135644198,76561198269310003
 76561198136637246,76561198269310003
 76561198137219951,76561198269310003
 76561198138350488,76561198269310003
 76561198141758658,76561198269310003
 76561198142959367,76561198269310003
 76561198143356059,76561198269310003
 76561198144209869,76561198269310003
 76561198145322059,76561198269310003
 76561198151885990,76561198269310003
 76561198163989067,76561198269310003
 76561198165145623,76561198269310003
 76561198165672172,76561198269310003
 76561198173381910,76561198269310003
 76561198173733985,76561198269310003
 76561198177381758,76561198269310003
 76561198180957010,76561198269310003
 76561198184814875,76561198269310003
 76561198190556690,76561198269310003
 76561198193404834,76561198269310003
 76561198200495894,76561198269310003
 76561198203006647,76561198269310003
 76561198213552348,76561198269310003
 76561198221144692,76561198269310003
 76561198237405554,76561198269310003
 76561198245930638,76561198269310003
 76561198250628640,76561198269310003
 76561198254048160,76561198269310003
 76561198255997940,76561198269310003
 76561198257418852,76561198269310003
 76561198270958668,76561198269310003
 76561198271957092,76561198269310003
 76561198274302338,76561198269310003
 76561198281516233,76561198269310003
 76561198292077836,76561198269310003
 76561198293824623,76561198269310003
 76561198299267653,76561198269310003
 76561198306779180,76561198269310003
 76561198312339032,76561198269310003
 76561198312938308,76561198269310003
 76561198329680778,76561198269310003
 76561198330490042,76561198269310003
 76561198334396534,76561198269310003
 76561198335806359,76561198269310003
 76561198337711785,76561198269310003
 76561198340164261,76561198269310003
 76561198341015828,76561198269310003
 76561198343779630,76561198269310003
 76561198352032616,76561198269310003
 76561198358961115,76561198269310003
 76561198360307083,76561198269310003
 76561198369300924,76561198269310003
 76561198378421845,76561198269310003
 76561198380681249,76561198269310003
 76561198380812516,76561198269310003
 76561198383484517,76561198269310003
 76561198385306113,76561198269310003
 76561198388559695,76561198269310003
 76561198391272211,76561198269310003
 76561198394765045,76561198269310003
 76561198398790262,76561198269310003
 76561198400624787,76561198269310003
 76561198407942822,76561198269310003
 76561198420322377,76561198269310003
 76561198430869505,76561198269310003
 76561198444834369,76561198269310003
 76561198796240568,76561198269310003
 76561198797085646,76561198269310003
 76561198807452872,76561198269310003
 76561198810079279,76561198269310003
 76561198827862467,76561198269310003
 76561198832899484,76561198269310003
 76561198847463705,76561198269310003
 76561198860575732,76561198269310003
 76561198870051236,76561198269310003
 76561198876833225,76561198269310003
 76561198887895064,76561198269310003
 76561198930327437,76561198269310003
 76561198957630714,76561198269310003
 76561198976406603,76561198269310003
 76561198982983980,76561198269310003
 76561199011361906,76561198269310003
 76561199039435326,76561198269310003
 76561199050917269,76561198269310003
 76561199055596511,76561198269310003
 76561199119130578,76561198269310003
 76561199141277114,76561198269310003
 76561199176758270,76561198269310003
 76561199216828072,76561198269310003
 76561199226346934,76561198269310003
 76561199471334135,76561198269310003
 76561199511078852,76561198269310003
76561199306618590,76561199840420391
76561198102868702,76561198423888935
 76561198108518065,76561198423888935
 76561198133615930,76561198423888935
 76561198309799086,76561198423888935
 76561198356448713,76561198423888935
 76561198356739445,76561198423888935
 76561198371932202,76561198423888935
 76561198382057245,76561198423888935
 76561198407655720,76561198423888935
 76561198410521239,76561198423888935
 76561198416422303,76561198423888935
 76561198432962284,76561198423888935
 76561198795734460,76561198423888935
 76561198802701327,76561198423888935
 76561198841257370,76561198423888935
 76561198874473375,76561198423888935
 76561198922385327,76561198423888935
 76561198949709698,76561198423888935
 76561198964019497,76561198423888935
 76561198988843110,76561198423888935
 76561198994833767,76561198423888935
 76561199005324536,76561198423888935
 76561199035711005,76561198423888935
 76561199036059773,76561198423888935
 76561199072462919,76561198423888935
 76561199096323814,76561198423888935
 76561199113627058,76561198423888935
 76561199125347845,76561198423888935
 76561199150595982,76561198423888935
 76561199191557519,76561198423888935
 76561199246040369,76561198423888935
 76561199389792254,76561198423888935
 76561199594944591,76561198423888935
 76561199625808232,76561198423888935
 76561199631750053,76561198423888935
 76561199634103001,76561198423888935
 76561199767629380,76561198423888935
 76561199773335638,76561198423888935
 76561199782908986,76561198423888935
 76561199797899110,76561198423888935
76561197971080920,76561199123164140
 76561198048999415,76561199123164140
 76561198084500142,76561199123164140
 76561198311514503,76561199123164140
 76561198863394318,76561199123164140
 76561198960023323,76561199123164140
 76561198981714222,76561199123164140
 76561199039936941,76561199123164140
 76561199065427419,76561199123164140
 76561199066099755,76561199123164140
 76561199071773913,76561199123164140
 76561199091978373,76561199123164140
 76561199160617474,76561199123164140
 76561199172631834,76561199123164140
 76561199185387065,76561199123164140
 76561199489101718,76561199123164140
 76561199574523056,76561199123164140
 76561199759203776,76561199123164140
76561198273763669,76561198879658924
 76561198451396400,76561198879658924
 76561198850263500,76561198879658924
 76561198868207254,76561198879658924
 76561199005319771,76561198879658924
 76561199122052749,76561198879658924
 76561199122909804,76561198879658924
 76561199129238181,76561198879658924
76561199167818771,76561199559160811
 76561199545765182,76561199559160811
 76561199672647681,76561199559160811
 76561199819883636,76561199559160811
76561197966974358,76561199788293354
 76561197994462034,76561199788293354
 76561198017658909,76561199788293354
 76561198024442129,76561199788293354
 76561198072056905,76561199788293354
 76561198073693146,76561199788293354
 76561198075510284,76561199788293354
 76561198098195959,76561199788293354
 76561198110061972,76561199788293354
 76561198120226414,76561199788293354
 76561198122839443,76561199788293354
 76561198129301592,76561199788293354
 76561198149135641,76561199788293354
 76561198155384322,76561199788293354
 76561198161546371,76561199788293354
 76561198168092701,76561199788293354
 76561198190411299,76561199788293354
 76561198191966854,76561199788293354
 76561198213282296,76561199788293354
 76561198216071583,76561199788293354
 76561198218943151,76561199788293354
 76561198245571442,76561199788293354
 76561198253141973,76561199788293354
 76561198253520802,76561199788293354
 76561198264212783,76561199788293354
 76561198289959623,76561199788293354
 76561198294472719,76561199788293354
 76561198296915487,76561199788293354
 76561198326780626,76561199788293354
 76561198378817069,76561199788293354
 76561198398680456,76561199788293354
 76561198442982179,76561199788293354
 76561198446717315,76561199788293354
 76561198812004676,76561199788293354
 76561198825407983,76561199788293354
 76561198836401805,76561199788293354
 76561198837762526,76561199788293354
 76561198882239087,76561199788293354
 76561198912159236,76561199788293354
 76561198944585300,76561199788293354
 76561198966022215,76561199788293354
 76561198987956339,76561199788293354
 76561198991588175,76561199788293354
 76561198993821455,76561199788293354
 76561198994460299,76561199788293354
 76561198998524482,76561199788293354
 76561199022660522,76561199788293354
 76561199028516194,76561199788293354
 76561199039559875,76561199788293354
 76561199040835893,76561199788293354
 76561199054897760,76561199788293354
 76561199071601738,76561199788293354
 76561199086906723,76561199788293354
 76561199097192120,76561199788293354
 76561199100534185,76561199788293354
 76561199112380031,76561199788293354
 76561199112628844,76561199788293354
 76561199118561063,76561199788293354
 76561199123691624,76561199788293354
 76561199123929379,76561199788293354
 76561199142290240,76561199788293354
 76561199156414038,76561199788293354
 76561199162758927,76561199788293354
 76561199163650764,76561199788293354
 76561199181425871,76561199788293354
 76561199190587619,76561199788293354
 76561199205657123,76561199788293354
 76561199223411160,76561199788293354
 76561199224827770,76561199788293354
 76561199225573699,76561199788293354
 76561199227032856,76561199788293354
 76561199229959834,76561199788293354
 76561199230230484,76561199788293354
 76561199233920094,76561199788293354
 76561199235197671,76561199788293354
 76561199243635049,76561199788293354
 76561199245818985,76561199788293354
 76561199246881225,76561199788293354
 76561199248398562,76561199788293354
 76561199259115932,76561199788293354
 76561199265894585,76561199788293354
 76561199267538772,76561199788293354
 76561199316862093,76561199788293354
 76561199337013904,76561199788293354
 76561199343183199,76561199788293354
 76561199349061595,76561199788293354
 76561199371402065,76561199788293354
 76561199375001743,76561199788293354
 76561199377473488,76561199788293354
 76561199378690738,76561199788293354
 76561199383476066,76561199788293354
 76561199384337448,76561199788293354
 76561199387613080,76561199788293354
 76561199404357028,76561199788293354
 76561199433775811,76561199788293354
 76561199466995048,76561199788293354
 76561199468333528,76561199788293354
 76561199483350227,76561199788293354
 76561199487672590,76561199788293354
 76561199487846413,76561199788293354
 76561199489120247,76561199788293354
 76561199500057901,76561199788293354
 76561199505084033,76561199788293354
 76561199508245187,76561199788293354
 76561199524849119,76561199788293354
 76561199535930120,76561199788293354
 76561199546929969,76561199788293354
 76561199563363803,76561199788293354
 76561199566718167,76561199788293354
 76561199641654360,76561199788293354
 76561199645806319,76561199788293354
 76561199646336841,76561199788293354
 76561199646976720,76561199788293354
 76561199659678409,76561199788293354
 76561199664255057,76561199788293354
 76561199664894609,76561199788293354
 76561199666109404,76561199788293354
 76561199673639605,76561199788293354
 76561199685222832,76561199788293354
 76561199706685757,76561199788293354
 76561199736746503,76561199788293354
 76561199750298602,76561199788293354
 76561199752787580,76561199788293354
 76561199756778825,76561199788293354
 76561199763964421,76561199788293354
 76561199787795815,76561199788293354
 76561199802434173,76561199788293354
 76561199804080681,76561199788293354
 76561199809276449,76561199788293354
 76561199809460927,76561199788293354
 76561199813529134,76561199788293354
 76561199818720457,76561199788293354
 76561199823179331,76561199788293354
 76561199825553627,76561199788293354
 76561199826708111,76561199788293354
 76561199827939097,76561199788293354
 76561199834865336,76561199788293354
 76561199835868755,76561199788293354
 76561199854512094,76561199788293354
 76561199854734594,76561199788293354
 76561199855501877,76561199788293354
76561199155029030,76561199851393559
 76561199688116947,76561199851393559
 76561199743131001,76561199851393559
76561198031833051,76561198882498333
 76561198074099431,76561198882498333
 76561198291458348,76561198882498333
 76561198310037602,76561198882498333
 76561198333224527,76561198882498333
 76561198418108893,76561198882498333
 76561198432564824,76561198882498333
 76561198435443791,76561198882498333
 76561198435951107,76561198882498333
 76561198825524997,76561198882498333
 76561198843257508,76561198882498333
 76561198856016961,76561198882498333
 76561198953520710,76561198882498333
 76561198982704177,76561198882498333
 76561199002088829,76561198882498333
 76561199010215525,76561198882498333
 76561199024939081,76561198882498333
 76561199026527430,76561198882498333
 76561199033930989,76561198882498333
 76561199039602137,76561198882498333
 76561199045071524,76561198882498333
 76561199051219508,76561198882498333
 76561199054053182,76561198882498333
 76561199055725165,76561198882498333
 76561199081483801,76561198882498333
 76561199096450179,76561198882498333
 76561199100027103,76561198882498333
 76561199101929806,76561198882498333
 76561199103674930,76561198882498333
 76561199163921042,76561198882498333
 76561199172356935,76561198882498333
 76561199173929055,76561198882498333
 76561199183512696,76561198882498333
 76561199210088897,76561198882498333
 76561199212629767,76561198882498333
 76561199234993034,76561198882498333
 76561199339522575,76561198882498333
 76561199397275764,76561198882498333
 76561199404835312,76561198882498333
